identifiantCandidat,genre,nationalite,serie,mentionAuBac,redoublementTerminale,rangEnTerminale,age,annee
20204258,F,IVOIRIENNE,D,PASSABLE,NON,6,16.0,2020
20204259,F,IVOIRIENNE,D,BIEN,NON,1,18.0,2020
20204261,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,18.0,2020
20204262,F,IVOIRIENNE,C,PASSABLE,OUI,1,18.0,2020
20204263,F,IVOIRIENNE,D,PASSABLE,NON,32,18.0,2020
20204264,M,IVOIRIENNE,D,PASSABLE,NON,3,19.0,2020
20204265,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,4,19.0,2020
20204267,F,IVOIRIENNE,C,PASSABLE,NON,5,17.0,2020
20204268,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,2,19.0,2020
20204270,M,IVOIRIENNE,D,PASSABLE,NON,28,19.0,2020
20204274,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,19.0,2020
20204275,F,IVOIRIENNE,D,PASSABLE,NON,5,17.0,2020
20204276,M,IVOIRIENNE,D,PASSABLE,NON,17,17.0,2020
20204277,M,IVOIRIENNE,C,PASSABLE,OUI,6,18.0,2020
20204279,M,IVOIRIENNE,B,ASSEZ-BIEN,NON,1,21.0,2020
20204280,F,SENEGALAISE,D,PASSABLE,NON,5,17.0,2020
20204281,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,17.0,2020
20204282,F,IVOIRIENNE,C,PASSABLE,NON,48,17.0,2020
20204283,M,IVOIRIENNE,D,PASSABLE,OUI,1,20.0,2020
20204284,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,3,19.0,2020
20204285,M,IVOIRIENNE,B,PASSABLE,NON,1,17.0,2020
20204286,F,IVOIRIENNE,D,PASSABLE,NON,9,18.0,2020
20204287,M,IVOIRIENNE,D,PASSABLE,NON,9,20.0,2020
20204288,M,IVOIRIENNE,D,PASSABLE,NON,12,17.0,2020
20204289,M,IVOIRIENNE,D,PASSABLE,NON,15,18.0,2020
20204290,M,IVOIRIENNE,F3,PASSABLE,NON,17,21.0,2020
20204294,F,IVOIRIENNE,C,PASSABLE,OUI,3,20.0,2020
20204295,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,17.0,2020
20204296,F,IVOIRIENNE,D,PASSABLE,NON,17,19.0,2020
20204297,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,9,17.0,2020
20204298,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,2,19.0,2020
20204299,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,18,16.0,2020
20204300,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,7,18.0,2020
20204301,M,IVOIRIENNE,D,PASSABLE,NON,7,18.0,2020
20204302,M,IVOIRIENNE,D,PASSABLE,NON,21,19.0,2020
20204303,M,IVOIRIENNE,A2,PASSABLE,NON,2,19.0,2020
20204304,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2020
20204305,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,18.0,2020
20204306,M,IVOIRIENNE,D,BIEN,NON,2,18.0,2020
20204308,M,IVOIRIENNE,D,PASSABLE,OUI,2,20.0,2020
20204310,M,IVOIRIENNE,D,PASSABLE,NON,9,18.0,2020
20204311,M,IVOIRIENNE,A1,PASSABLE,NON,7,21.0,2020
20204312,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,22.0,2020
20204313,F,IVOIRIENNE,G2,ASSEZ-BIEN,NON,15,20.0,2020
20204314,M,IVOIRIENNE,D,PASSABLE,OUI,2,19.0,2020
20204315,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,19.0,2020
20204316,F,IVOIRIENNE,D,PASSABLE,NON,22,18.0,2020
20204318,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2020
20204319,M,IVOIRIENNE,D,PASSABLE,NON,19,20.0,2020
20204320,M,IVOIRIENNE,C,PASSABLE,NON,8,18.0,2020
20204321,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,14,20.0,2020
20204322,M,IVOIRIENNE,D,PASSABLE,NON,21,17.0,2020
20204323,F,IVOIRIENNE,D,PASSABLE,NON,22,20.0,2020
20204325,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,9,19.0,2020
20204326,F,IVOIRIENNE,C,PASSABLE,NON,47,18.0,2020
20204327,M,IVOIRIENNE,C,PASSABLE,NON,11,18.0,2020
20204329,M,IVOIRIENNE,D,PASSABLE,NON,8,18.0,2020
20204330,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,7,17.0,2020
20204331,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,3,21.0,2020
20204332,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,12,17.0,2020
20204334,F,IVOIRIENNE,F3,PASSABLE,NON,7,18.0,2020
20204335,M,IVOIRIENNE,F2,PASSABLE,NON,12,20.0,2020
20204336,F,IVOIRIENNE,D,PASSABLE,NON,6,21.0,2020
20204337,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2020
20204338,F,IVOIRIENNE,C,PASSABLE,OUI,2,18.0,2020
20204339,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,20.0,2020
20204340,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,1,18.0,2020
20204341,F,IVOIRIENNE,D,PASSABLE,NON,9,19.0,2020
20204342,M,IVOIRIENNE,D,PASSABLE,NON,8,21.0,2020
20204343,M,IVOIRIENNE,D,PASSABLE,OUI,6,20.0,2020
20204344,M,IVOIRIENNE,D,PASSABLE,NON,3,17.0,2020
20204345,F,IVOIRIENNE,A2,PASSABLE,NON,11,19.0,2020
20204346,M,IVOIRIENNE,F1,PASSABLE,NON,17,20.0,2020
20204347,F,IVOIRIENNE,C,ASSEZ-BIEN,OUI,1,18.0,2020
20204348,F,IVOIRIENNE,A2,PASSABLE,NON,1,21.0,2020
20204350,F,IVOIRIENNE,C,ASSEZ-BIEN,OUI,4,19.0,2020
20204352,M,IVOIRIENNE,A1,ASSEZ-BIEN,NON,5,19.0,2020
20204353,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,2,19.0,2020
20204354,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,17.0,2020
20204355,M,IVOIRIENNE,F2,ASSEZ-BIEN,NON,13,19.0,2020
20204356,F,IVOIRIENNE,D,PASSABLE,OUI,9,21.0,2020
20204357,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,10,18.0,2020
20204358,M,IVOIRIENNE,D,BIEN,NON,1,21.0,2020
20204360,M,IVOIRIENNE,F1,PASSABLE,NON,13,21.0,2020
20204361,M,IVOIRIENNE,D,PASSABLE,OUI,2,19.0,2020
20204362,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,11,18.0,2020
20204363,M,IVOIRIENNE,D,PASSABLE,OUI,7,19.0,2020
20204365,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,7,17.0,2020
20204366,F,IVOIRIENNE,C,PASSABLE,NON,3,19.0,2020
20204367,M,IVOIRIENNE,D,PASSABLE,NON,8,18.0,2020
20204368,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,18,19.0,2020
20204369,M,IVOIRIENNE,C,PASSABLE,OUI,15,21.0,2020
20204370,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,19.0,2020
20204371,M,IVOIRIENNE,D,BIEN,OUI,1,21.0,2020
20204372,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,7,17.0,2020
20204373,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,20.0,2020
20204374,F,IVOIRIENNE,D,PASSABLE,NON,4,18.0,2020
20204376,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,19.0,2020
20204377,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,15,18.0,2020
20204378,M,IVOIRIENNE,D,PASSABLE,NON,2,19.0,2020
20204379,M,IVOIRIENNE,G2,PASSABLE,NON,4,20.0,2020
20204380,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,16,21.0,2020
20204381,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,5,20.0,2020
20204385,F,IVOIRIENNE,D,PASSABLE,NON,23,16.0,2020
20204386,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,21.0,2020
20204387,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,20.0,2020
20204388,M,IVOIRIENNE,G2,ASSEZ-BIEN,OUI,16,18.0,2020
20204390,F,IVOIRIENNE,D,PASSABLE,NON,1,20.0,2020
20204391,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,2,20.0,2020
20204392,M,IVOIRIENNE,A1,ASSEZ-BIEN,OUI,9,21.0,2020
20204394,M,IVOIRIENNE,D,PASSABLE,NON,6,20.0,2020
20204395,M,IVOIRIENNE,A1,PASSABLE,NON,2,21.0,2020
20204398,M,IVOIRIENNE,BT COMPTABILITE,ASSEZ-BIEN,NON,3,19.0,2020
20204399,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,2,20.0,2020
20204400,M,IVOIRIENNE,D,PASSABLE,OUI,47,21.0,2020
20204402,F,IVOIRIENNE,G2,PASSABLE,NON,1,21.0,2020
20204403,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,10,18.0,2020
20204404,F,IVOIRIENNE,G2,PASSABLE,NON,35,18.0,2020
20204405,F,IVOIRIENNE,A1,PASSABLE,NON,20,17.0,2020
20204406,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,20,18.0,2020
20204407,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,10,20.0,2020
20204408,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,9,19.0,2020
20204410,M,IVOIRIENNE,D,PASSABLE,NON,4,19.0,2020
20204411,M,IVOIRIENNE,D,PASSABLE,NON,11,18.0,2020
20204412,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,14,16.0,2020
20204413,F,IVOIRIENNE,D,PASSABLE,NON,1,19.0,2020
20204415,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,15,19.0,2020
20204417,M,IVOIRIENNE,D,PASSABLE,NON,20,20.0,2020
20204418,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,18.0,2020
20204419,F,IVOIRIENNE,G2,PASSABLE,NON,8,17.0,2020
20204420,F,IVOIRIENNE,D,PASSABLE,NON,8,20.0,2020
20204421,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,8,19.0,2020
20204424,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,17.0,2020
20204425,M,IVOIRIENNE,D,PASSABLE,OUI,11,20.0,2020
20204426,M,NIGERIANNE,D,PASSABLE,NON,18,20.0,2020
20204427,M,IVOIRIENNE,A2,PASSABLE,NON,3,17.0,2020
20204428,M,IVOIRIENNE,B,PASSABLE,NON,5,18.0,2020
20204429,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,10,19.0,2020
20204431,M,IVOIRIENNE,D,PASSABLE,NON,12,18.0,2020
20204432,M,IVOIRIENNE,D,PASSABLE,NON,13,19.0,2020
20204433,M,IVOIRIENNE,D,BIEN,OUI,1,25.0,2020
20204434,M,IVOIRIENNE,C,PASSABLE,NON,5,17.0,2020
20204436,F,IVOIRIENNE,B,PASSABLE,OUI,6,20.0,2020
20204437,F,IVOIRIENNE,A2,PASSABLE,NON,18,20.0,2020
20204438,F,IVOIRIENNE,C,PASSABLE,OUI,5,19.0,2020
20204439,M,IVOIRIENNE,C,PASSABLE,NON,8,18.0,2020
20204440,F,IVOIRIENNE,A1,PASSABLE,NON,1,18.0,2020
20204441,F,IVOIRIENNE,C,PASSABLE,NON,5,19.0,2020
20204442,F,IVOIRIENNE,A2,PASSABLE,NON,11,22.0,2020
20204443,F,IVOIRIENNE,D,PASSABLE,OUI,2,20.0,2020
20204444,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,17,21.0,2020
20204445,M,IVOIRIENNE,C,PASSABLE,NON,5,16.0,2020
20204446,M,IVOIRIENNE,G2,PASSABLE,NON,12,18.0,2020
20204448,F,IVOIRIENNE,D,PASSABLE,NON,11,18.0,2020
20204449,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,13,19.0,2020
20204450,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,9,19.0,2020
20204453,M,IVOIRIENNE,D,PASSABLE,OUI,7,19.0,2020
20204454,M,IVOIRIENNE,D,PASSABLE,NON,3,18.0,2020
20204455,F,IVOIRIENNE,D,PASSABLE,NON,12,18.0,2020
20204456,M,IVOIRIENNE,C,PASSABLE,NON,5,20.0,2020
20204457,M,IVOIRIENNE,D,PASSABLE,NON,2,18.0,2020
20204458,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,19.0,2020
20204459,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,12,19.0,2020
20204460,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,18.0,2020
20204461,F,IVOIRIENNE,A2,PASSABLE,NON,4,21.0,2020
20204462,M,IVOIRIENNE,G2,PASSABLE,OUI,22,21.0,2020
20204463,M,IVOIRIENNE,C,PASSABLE,NON,6,18.0,2020
20204464,M,IVOIRIENNE,D,PASSABLE,NON,4,22.0,2020
20204465,M,IVOIRIENNE,D,PASSABLE,NON,25,20.0,2020
20204469,F,IVOIRIENNE,D,PASSABLE,NON,14,18.0,2020
20204471,M,IVOIRIENNE,C,PASSABLE,NON,20,18.0,2020
20204474,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,25,18.0,2020
20204475,F,IVOIRIENNE,D,PASSABLE,NON,11,19.0,2020
20204476,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,21,19.0,2020
20204477,M,IVOIRIENNE,C,PASSABLE,NON,29,19.0,2020
20204480,F,IVOIRIENNE,D,PASSABLE,NON,9,18.0,2020
20204482,M,IVOIRIENNE,D,PASSABLE,NON,13,20.0,2020
20204483,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,8,19.0,2020
20204484,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,17.0,2020
20204486,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,10,19.0,2020
20204487,M,IVOIRIENNE,D,PASSABLE,OUI,3,21.0,2020
20204489,M,IVOIRIENNE,D,PASSABLE,NON,2,18.0,2020
20204490,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,19.0,2020
20204491,F,IVOIRIENNE,D,PASSABLE,NON,40,19.0,2020
20204492,F,IVOIRIENNE,D,PASSABLE,NON,7,17.0,2020
20204493,F,IVOIRIENNE,D,PASSABLE,NON,7,18.0,2020
20204495,F,IVOIRIENNE,C,PASSABLE,OUI,19,20.0,2020
20204497,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2020
20204498,F,IVOIRIENNE,D,PASSABLE,NON,6,17.0,2020
20204499,M,IVOIRIENNE,C,PASSABLE,NON,17,19.0,2020
20204500,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,2,21.0,2020
20204501,F,IVOIRIENNE,C,PASSABLE,NON,5,18.0,2020
20204502,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,16,18.0,2020
20204503,M,IVOIRIENNE,C,PASSABLE,NON,5,17.0,2020
20204504,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,19.0,2020
20204506,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,2,21.0,2020
20204508,M,IVOIRIENNE,D,PASSABLE,NON,1,19.0,2020
20204509,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,18,18.0,2020
20204510,F,IVOIRIENNE,D,BIEN,NON,6,18.0,2020
20204513,M,IVOIRIENNE,D,PASSABLE,NON,7,18.0,2020
20204514,F,IVOIRIENNE,D,PASSABLE,OUI,2,17.0,2020
20204515,M,IVOIRIENNE,BT COMPTABILITE,PASSABLE,NON,3,21.0,2020
20204516,M,IVOIRIENNE,D,PASSABLE,NON,31,20.0,2020
20204517,F,IVOIRIENNE,C,PASSABLE,NON,7,20.0,2020
20204518,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,10,22.0,2020
20204519,M,IVOIRIENNE,D,PASSABLE,NON,9,18.0,2020
20204523,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,12,20.0,2020
20204525,M,IVOIRIENNE,C,PASSABLE,NON,11,18.0,2020
20204527,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,18.0,2020
20204528,F,IVOIRIENNE,A1,PASSABLE,NON,21,18.0,2020
20204530,M,IVOIRIENNE,D,BIEN,NON,3,18.0,2020
20204531,F,IVOIRIENNE,D,PASSABLE,NON,2,19.0,2020
20204532,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,21.0,2020
20204534,M,IVOIRIENNE,D,PASSABLE,NON,2,18.0,2020
20204536,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,7,18.0,2020
20204537,M,IVOIRIENNE,C,PASSABLE,NON,6,21.0,2020
20204538,M,IVOIRIENNE,C,PASSABLE,NON,22,18.0,2020
20204539,M,IVOIRIENNE,C,PASSABLE,NON,6,20.0,2020
20204540,F,IVOIRIENNE,D,PASSABLE,OUI,20,20.0,2020
20204541,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,21.0,2020
20204543,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,7,23.0,2020
20204544,F,IVOIRIENNE,D,PASSABLE,NON,4,17.0,2020
20204545,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,10,21.0,2020
20204547,F,IVOIRIENNE,D,BIEN,NON,10,18.0,2020
20204549,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,17.0,2020
20204551,M,IVOIRIENNE,D,PASSABLE,NON,43,17.0,2020
20204552,M,IVOIRIENNE,D,PASSABLE,NON,3,19.0,2020
20204554,F,IVOIRIENNE,D,PASSABLE,OUI,2,23.0,2020
20204555,F,IVOIRIENNE,D,PASSABLE,NON,4,18.0,2020
20204556,M,IVOIRIENNE,A2,PASSABLE,NON,1,18.0,2020
20204557,M,IVOIRIENNE,C,PASSABLE,OUI,6,22.0,2020
20204558,M,IVOIRIENNE,BT COMPTABILITE,PASSABLE,NON,7,20.0,2020
20204560,M,IVOIRIENNE,D,PASSABLE,NON,37,20.0,2020
20204562,F,IVOIRIENNE,D,PASSABLE,OUI,1,19.0,2020
20204563,M,IVOIRIENNE,G2,PASSABLE,NON,28,17.0,2020
20204564,M,IVOIRIENNE,B,PASSABLE,OUI,18,19.0,2020
20204565,F,IVOIRIENNE,D,PASSABLE,NON,5,17.0,2020
20204566,M,IVOIRIENNE,C,PASSABLE,NON,11,20.0,2020
20204567,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,4,19.0,2020
20204568,M,IVOIRIENNE,D,PASSABLE,OUI,6,21.0,2020
20204569,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,3,20.0,2020
20204571,M,IVOIRIENNE,S,PASSABLE,OUI,18,20.0,2020
20204574,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,2,19.0,2020
20204575,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,13,20.0,2020
20204576,M,IVOIRIENNE,D,PASSABLE,NON,9,18.0,2020
20204577,M,IVOIRIENNE,C,PASSABLE,NON,22,18.0,2020
20204578,M,IVOIRIENNE,D,PASSABLE,OUI,5,21.0,2020
20204579,F,IVOIRIENNE,A1,PASSABLE,NON,19,19.0,2020
20204582,M,IVOIRIENNE,D,BIEN,NON,2,18.0,2020
20204583,F,IVOIRIENNE,D,PASSABLE,NON,2,18.0,2020
20204586,F,IVOIRIENNE,C,PASSABLE,NON,7,17.0,2020
20204588,M,IVOIRIENNE,D,PASSABLE,NON,13,16.0,2020
20204589,M,IVOIRIENNE,C,PASSABLE,NON,7,19.0,2020
20204591,F,IVOIRIENNE,D,PASSABLE,NON,9,18.0,2020
20204592,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,2,19.0,2020
20204593,M,IVOIRIENNE,F4,PASSABLE,OUI,21,21.0,2020
20204594,M,IVOIRIENNE,F3,PASSABLE,NON,14,23.0,2020
20204596,M,IVOIRIENNE,F1,PASSABLE,OUI,15,24.0,2020
20204597,M,IVOIRIENNE,B,PASSABLE,NON,1,20.0,2020
20204598,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,11,20.0,2020
20204599,M,IVOIRIENNE,F1,PASSABLE,OUI,7,22.0,2020
20204601,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,15,19.0,2020
20204602,F,IVOIRIENNE,A1,PASSABLE,NON,3,18.0,2020
20204604,F,IVOIRIENNE,D,PASSABLE,NON,2,18.0,2020
20204605,F,IVOIRIENNE,D,PASSABLE,OUI,9,22.0,2020
20204606,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,14,19.0,2020
20204607,M,IVOIRIENNE,D,PASSABLE,NON,4,18.0,2020
20204608,M,IVOIRIENNE,D,PASSABLE,NON,3,19.0,2020
20204609,M,IVOIRIENNE,D,PASSABLE,NON,25,18.0,2020
20204610,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,21.0,2020
20204611,M,IVOIRIENNE,D,PASSABLE,NON,12,20.0,2020
20204613,M,IVOIRIENNE,C,PASSABLE,NON,3,18.0,2020
20204615,F,IVOIRIENNE,D,PASSABLE,NON,16,18.0,2020
20204616,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,19.0,2020
20204617,F,IVOIRIENNE,D,PASSABLE,NON,7,17.0,2020
20204619,M,IVOIRIENNE,D,PASSABLE,NON,5,18.0,2020
20204621,M,IVOIRIENNE,D,PASSABLE,OUI,1,20.0,2020
20204622,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,30,18.0,2020
20204623,M,IVOIRIENNE,F1,PASSABLE,NON,18,20.0,2020
20204624,F,IVOIRIENNE,D,PASSABLE,NON,26,18.0,2020
20204625,F,IVOIRIENNE,A1,PASSABLE,NON,16,19.0,2020
20204626,F,IVOIRIENNE,D,PASSABLE,NON,15,18.0,2020
20204628,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,11,18.0,2020
20204629,M,IVOIRIENNE,C,PASSABLE,NON,20,21.0,2020
20204630,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,12,19.0,2020
20204631,M,IVOIRIENNE,D,PASSABLE,NON,14,19.0,2020
20204633,F,IVOIRIENNE,D,PASSABLE,NON,4,19.0,2020
20204634,M,IVOIRIENNE,C,PASSABLE,NON,7,18.0,2020
20204635,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,19.0,2020
20204636,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,10,19.0,2020
20204637,M,IVOIRIENNE,D,BIEN,NON,1,18.0,2020
20204638,F,IVOIRIENNE,D,PASSABLE,NON,22,20.0,2020
20204639,M,IVOIRIENNE,D,PASSABLE,NON,8,19.0,2020
20204640,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,2,18.0,2020
20204641,M,IVOIRIENNE,F2,BIEN,NON,8,18.0,2020
20204642,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,19.0,2020
20204643,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,20.0,2020
20204644,M,IVOIRIENNE,C,PASSABLE,NON,42,18.0,2020
20204645,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,2,20.0,2020
20204646,M,IVOIRIENNE,BT COMPTABILITE,PASSABLE,NON,7,19.0,2020
20204647,M,IVOIRIENNE,D,PASSABLE,NON,44,21.0,2020
20204648,M,IVOIRIENNE,A2,PASSABLE,NON,7,18.0,2020
20204649,M,IVOIRIENNE,A1,PASSABLE,NON,11,18.0,2020
20204650,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,18.0,2020
20204651,F,IVOIRIENNE,D,PASSABLE,NON,17,18.0,2020
20204652,F,IVOIRIENNE,F2,PASSABLE,OUI,4,21.0,2020
20204654,M,IVOIRIENNE,D,PASSABLE,NON,2,22.0,2020
20204655,F,IVOIRIENNE,D,PASSABLE,NON,4,18.0,2020
20204656,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,18.0,2020
20204658,F,IVOIRIENNE,A2,PASSABLE,NON,17,19.0,2020
20204659,F,IVOIRIENNE,C,PASSABLE,NON,10,18.0,2020
20204660,M,IVOIRIENNE,C,PASSABLE,NON,3,21.0,2020
20204661,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,11,18.0,2020
20204662,M,IVOIRIENNE,D,PASSABLE,NON,9,16.0,2020
20204663,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,18.0,2020
20204665,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,18.0,2020
20204666,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,6,21.0,2020
20204667,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,15,17.0,2020
20204669,M,IVOIRIENNE,C,PASSABLE,NON,16,18.0,2020
20204671,M,IVOIRIENNE,C,PASSABLE,OUI,3,20.0,2020
20204673,M,IVOIRIENNE,C,PASSABLE,NON,8,18.0,2020
20204674,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,18.0,2020
20204675,F,IVOIRIENNE,G2,PASSABLE,NON,9,18.0,2020
20204676,M,IVOIRIENNE,C,PASSABLE,NON,3,21.0,2020
20204677,M,IVOIRIENNE,D,PASSABLE,NON,10,20.0,2020
20204678,M,IVOIRIENNE,D,BIEN,NON,1,17.0,2020
20204679,M,IVOIRIENNE,D,PASSABLE,NON,37,18.0,2020
20204681,F,IVOIRIENNE,D,PASSABLE,OUI,3,24.0,2020
20204683,M,IVOIRIENNE,C,PASSABLE,NON,8,16.0,2020
20204684,M,IVOIRIENNE,D,PASSABLE,NON,4,18.0,2020
20204685,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2020
20204686,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,7,21.0,2020
20204687,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,10,18.0,2020
20204688,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,2,18.0,2020
20204689,F,IVOIRIENNE,D,PASSABLE,NON,28,18.0,2020
20204690,M,IVOIRIENNE,D,BIEN,OUI,1,19.0,2020
20204692,M,IVOIRIENNE,D,PASSABLE,NON,12,19.0,2020
20204693,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,16.0,2020
20204694,F,IVOIRIENNE,D,PASSABLE,NON,18,17.0,2020
20204695,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,1,18.0,2020
20204696,F,IVOIRIENNE,D,PASSABLE,NON,9,18.0,2020
20204697,F,IVOIRIENNE,D,PASSABLE,OUI,25,19.0,2020
20204698,F,IVOIRIENNE,A2,PASSABLE,NON,17,19.0,2020
20204699,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,7,19.0,2020
20204700,M,IVOIRIENNE,A1,PASSABLE,NON,20,22.0,2020
20204701,M,IVOIRIENNE,D,PASSABLE,NON,5,18.0,2020
20204703,M,IVOIRIENNE,D,PASSABLE,NON,4,17.0,2020
20204704,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,17.0,2020
20204705,M,IVOIRIENNE,D,PASSABLE,NON,16,17.0,2020
20204706,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,17,17.0,2020
20204707,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,2,22.0,2020
20204708,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,19.0,2020
20204709,M,IVOIRIENNE,A2,PASSABLE,NON,1,19.0,2020
20204710,M,IVOIRIENNE,D,PASSABLE,NON,29,17.0,2020
20204711,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,4,20.0,2020
20204714,F,IVOIRIENNE,D,PASSABLE,NON,3,18.0,2020
